Sample Name,PPG ID,Group,Group code,Group ID,"Treatment (v=VEH, e=E2)","age (y-young, m=MA, o=old)","duration (3=3mo, 6=6mo)",timing (peri and post menopause),Tumor,cohort code,tissue collection date,"Smear before OVX  (reg, ireg, conC, conL)",ARC PCR Notes,PCR Plate ID,Raw18S_Ct,Raw GAPDH_Ct,Ar-Rn00560747_m1,Arntl-Rn00577590_m1,Avp-Rn00566449_m1,Avpr1a-Rn00583910_m1,Bdnf-Rn02531967_s1,Clock-Rn00573120_m1,Crh-Rn01462137_m1,Cry1-Rn01503063_m1,Cry2-Rn01485701_m1,Cyp19a1;LOC100359906-Rn00567222_m1,Dbh-Rn00565819_m1,Dbp-Rn00497539_m1,Drd1a-Rn03062203_s1,Drd2-Rn00561126_m1,Esr1-Rn01640372_m1,Esr2-Rn00562610_m1,Gapdh-Rn01775763_g1,Gh1-Rn01495894_g1,Ghrh-Rn00580832_m1,Gper-Rn01643280_s1,Grin1-Rn01436038_m1,Grin2a-Rn00561341_m1,Grin2b-Rn00680474_m1,Hcrt-Rn00565995_m1,Igf1-Rn00710306_m1,Igf1r-Rn00583837_m1,Kiss1-Rn00710914_m1,Kiss1r-Rn00576940_m1,Lepr-Rn01433205_m1,Mtnr1a-Rn01488022_m1,Mtnr1b-Rn01447987_m1,Nkx2-1-Rn01512482_m1,Npvf-Rn00576645_m1,Npy-Rn01410145_m1,Nr3c1-Rn00561369_m1,Nr5a1-Rn00584298_m1,Oxt-Rn00564446_g1,Oxtr-Rn00563503_m1,Pdyn-Rn00571351_m1,Per1-Rn01496757_m1,Per2-Rn01427704_m1,Pgr-Rn01448227_m1,Pomc-Rn00595020_m1,Slc17a6-Rn00584780_m1,Tac2-Rn00569758_m1,Tacr3-Rn00566955_m1,Trh-Rn00564880_m1,,ABV ID,Pitutary weight,Pit index,OVX day BW,Decap Bodyweight (g),Adrenal Weight (g),Ad index,Uterus Size (mm),E2 RIA,LH,FSH,GH,TSH,PRL,BDNF,ACTH
ABV31,PPG3 81,MA-VEH 3mo,MV3,3,v,m,,,,3.0,3/22/12,conC,,4,7.982999802,20.64699936,1.181156467,0.894900367,0.102799061,0.80597072,1.233621153,0.944746967,1.983984684,1.004445308,0.832949148,0.550837705,,0.838161162,1.338484262,0.906702149,0.759488118,0.741489948,0.718171512,3.481722233,0.75324921,0.984798687,0.960861633,0.732143822,1.080576059,1.824497302,0.831160377,0.788837038,1.153245897,1.09179383,0.730066751,0.545026931,0.778408334,0.703244972,1.372113815,0.576383243,0.759172795,0.410541417,0.178847148,0.839033366,0.632746449,0.800569606,0.767692528,0.906890129,0.751528556,0.940108771,0.875816314,1.299718548,0.881723921,,ABV31,0.0092,2.282878412,313,403,0.0499,12.382134,2.2,19.54178973,37.387427,33.285013,2452.613,4.766868,3.292372,3.578527,
ABV32,PPG3 82,MA-VEH 3mo,MV3,3,v,m,,,,3.0,3/22/12,conC,,4,8.520999908,20.24900055,0.81405571,1.232680461,0.077208253,0.734991726,2.265611066,1.076239836,1.543707555,1.597039103,1.280137924,0.673943516,,1.357827896,1.356227568,1.446634432,0.654788325,1.134848223,1.374016423,6.228133659,0.453822539,1.47008529,0.979013749,1.466319808,0.984047863,0.420302222,1.409515969,1.141396578,0.873996031,0.833179445,1.01052159,,1.278631528,1.391942724,1.681092866,0.579989694,1.28209113,0.072323014,0.142971458,0.669334775,0.430683246,1.229524206,0.986642968,0.891310535,0.383925946,1.125760411,0.503373245,1.675045602,1.866582969,,ABV32,0.0154,4.463768116,300,345,0.0511,14.8115942,3.15,21.38268919,28.718981,40.535198,4525.692,5.453974,3.12524,3.263444,0.010003
ABV33,PPG3 85,MA-VEH 3mo,MV3,3,v,m,,,,3.0,3/22/12,ireg,,4,7.775000095,20.31999969,0.968081163,0.907393298,0.556672122,0.878308919,1.359333334,0.911301482,1.20030495,1.248677203,1.096799761,0.692891316,,0.985071163,0.752936827,0.752466928,0.864597188,0.682310624,0.779921209,0.906136466,0.733668134,1.030896358,0.931353655,0.998752708,1.011012215,0.805244714,0.583659567,1.037276224,1.247205848,0.608234331,0.965334361,0.507471694,2.055658359,1.388089522,1.557680437,1.722016946,0.950329739,2.025951522,2.016425825,0.9991682,1.335797122,0.842705554,1.017903345,0.759961949,0.932321357,1.020941038,0.85779215,1.315124989,0.868380974,,ABV33,0.0147,3.387096774,323,434,0.043,9.907834101,2.2,16.90877333,18.230465,24.714533,1125.308,5.781187,2.371135,2.93103,0.007467
ABV34,PPG3 86,MA-VEH 3mo,MV3,3,v,m,,,,3.0,3/22/12,reg,,4,8.317000389,20.3560009,1.043333357,0.961128058,0.135081401,0.387374038,2.253082035,1.051901502,3.497685877,1.090054294,0.96613726,0.716331795,,1.219509416,1.312756505,1.719155437,0.224548787,1.252230819,1.107571148,1.673419375,0.253700878,1.440829451,1.037708771,1.489883532,1.149335801,1.42355691,0.763764621,1.15412536,0.015342749,0.832602996,0.714547141,,,1.070362282,1.724766466,0.147021656,0.885460201,2.72376111,0.14914618,0.753041305,0.604452292,0.869405478,1.22824721,0.747943272,0.004186325,1.682843129,0.049060313,1.651985322,0.75231031,,ABV34,0.0025,0.675675676,312,370,0.0422,11.40540541,2.34,18.57912306,383.42724,122.285293,50000,,,2.308983,1.712261
ABV67,PPG3 131,MA-VEH 3mo,MV3,3,v,m,,,,3.0,8/6/12,reg,,7,8.201999664,19.98500061,1.259805053,1.068657459,1.79116729,0.747838957,0.918211759,1.112650081,0.878065394,1.072814196,1.432266456,0.986710539,,1.109800428,1.403081743,1.916800956,0.420185769,1.082598705,1.322620294,9.565228195,0.267980501,1.474166591,1.11604887,0.97076936,1.642392344,21.87938921,1.285384876,1.117906444,0.464483703,1.096342873,0.923445726,0.131160119,,0.420476961,0.58252832,0.485014488,0.897820456,3.464385186,0.902375631,1.477133351,0.923189991,0.871818575,1.099311436,0.833930692,0.323738236,1.389822531,0.456820451,1.211840151,0.451375276,,ABV67,0.0085,2.303523035,349,369,0.0425,11.51761518,2.21,17.67784156,19.666692,37.043064,4436.537,4.299807,0.872431,2.092096,
ABV68,PPG3 132,MA-VEH 3mo,MV3,3,v,m,,,,3.0,8/6/12,reg,,7,8.477999687,20.80900002,1.195156326,1.181646904,19.86146044,1.633310847,0.773728878,0.702708808,0.339715843,1.039867133,0.900188403,0.74934418,,0.869525371,1.743032828,0.712864377,1.030324567,0.975016504,0.904629884,1.317495307,1.40463986,1.191599488,1.141080635,1.348355067,1.676904405,0.966271258,1.665782451,1.664166537,1.229183381,0.655060464,0.901313049,0.275170996,1.185584474,0.934392137,1.268743332,2.71904535,1.133276792,2.632804485,22.02088001,1.464897772,1.142108449,0.936985733,1.069991733,1.402499586,1.781261976,0.731992354,0.978537552,0.475395444,2.261686726,,ABV68,0.0094,2.141230068,360,439,0.0516,11.75398633,2.61,20.952881,100.786962,53.140828,50000,42.224464,15.034656,3.643974,0.339931
ABV77,PPG3 129,MA-VEH 3mo,MV3,3,v,m,,,,3.0,8/6/12,reg,,9,8.017999649,20.06100082,1.275621352,1.110184764,213.4714681,1.252489938,0.963194499,0.952637349,0.513487167,1.761006684,1.086960261,3.192527546,,1.24686004,1.809510704,1.154045561,1.272883283,1.249628533,1.104504054,14.278776,0.75324921,1.205724719,1.24521878,0.820855339,1.308396397,4.748592925,0.888965237,1.179192391,1.265492564,1.124824339,1.011221888,0.33854022,0.795867714,0.866997226,1.133984199,0.778677803,0.960261336,1.46063839,18.07344245,1.400360722,1.325649011,0.721513918,0.726281425,1.035264684,1.784969001,1.055480122,1.006047961,0.984320587,2.468097718,,ABV77,,,291,348,0.0412,11.83908046,1.98,16.43759097,70.019807,55.744795,50000,17.378392,5.267904,4.05177,0.115277
ABV78,PPG3 130,MA-VEH 3mo,MV3,3,v,m,,,,3.0,8/6/12,reg,,9,8.145999908,20.63599968,1.105884546,1.089600576,1.670060371,0.982002894,0.53251701,0.825877461,0.223043824,0.971577229,1.072739735,2.309691255,,0.999514421,1.925989442,0.763499708,0.896328589,1.402984545,0.810228152,1.134297577,0.849802178,1.3369085,1.045650222,0.621661367,1.316584821,3.886578157,0.607181471,0.933550018,0.624900925,0.827998627,1.092852811,0.483772426,0.514627639,0.868802128,4.25276202,0.58727121,0.923062211,3.556848316,2.281210149,1.689738877,1.258495442,0.817391664,1.064813401,1.007653836,0.663376368,1.011082725,0.670217168,0.490117531,1.406783773,,ABV78,0.0071,1.825192802,331,389,0.0472,12.13367609,1.9,23.55729666,65.146867,48.080942,50000,15.052169,18.391396,3.64331,0.169709
ABV83,PPG3 127,MA-VEH 3mo,MV3,3,v,m,,,,3.0,8/7/12,reg,,9,8.001000404,19.60400009,1.36433812,1.258583128,2.131546446,1.220776682,0.312061127,1.437936367,0.941086814,1.130843662,1.511834254,0.624035704,,1.326202599,1.807004109,1.977530102,1.009121648,1.808131109,1.498376525,1.103280179,0.857495133,1.429885768,1.646497215,1.176254264,1.369643693,254.3199927,1.93482033,1.456797527,0.53392135,1.274296479,1.333391761,1.096876543,0.854765299,0.837465115,1.559842728,1.634785057,1.4544774,0.857138894,1.625405848,2.183738648,2.465192417,1.076314539,1.383765943,1.022429219,1.037348702,1.33413042,0.839557102,1.418338174,2.589010315,,ABV83,0.0066,1.524249423,405,433,0.0484,11.1778291,2.48,,66.549563,95.234567,50000,13.601685,5.865591,3.735229,0.117991
ABV84,PPG3 128,MA-VEH 3mo,MV3,3,v,m,,,,3.0,8/7/12,reg,,9,7.518000126,19.70999908,1.511729023,1.061275885,4.816217715,1.468963992,0.507999576,1.278098726,0.210866264,1.233194981,1.132334095,1.629805983,,1.094521492,2.22006235,1.427706932,1.05709062,1.427508378,0.996126542,0.235011238,1.095204707,1.150212358,1.309848242,1.443128286,1.529224851,46.06184968,1.895003281,1.783609413,0.680987587,1.030039301,1.200054406,3.959724236,1.09474899,0.927294744,0.710742719,2.05922385,1.228160419,3.913882422,4.055275017,1.529224042,1.571018493,1.036055203,1.004584952,1.397647657,2.305211269,1.12342206,0.851866811,0.846862522,0.700958048,,ABV84,,,342,404,0.0472,11.68316832,2.12,23.88795369,33.966699,39.888109,4918.367,9.598961,2.829296,5.02433,0.035793
ABV21,PPG3 93,MA-E2 3mo,ME3,4,e,m,,,,3.0,3/21/12,ireg,,3,8.480999947,19.94499969,1.293427918,1.110954864,0.160751087,0.637633369,1.693372291,1.362258714,3.115364374,1.258234415,1.374873557,1.142108902,,1.46134881,1.066290181,1.381944289,0.813435171,1.903294352,1.649924651,15.71205461,0.643137658,1.388858941,1.157811709,1.521189877,1.129591199,1.687045755,1.647409543,1.128026451,0.22309039,0.76561997,0.881541623,0.686531895,1.932676657,1.461146157,1.443327963,0.646669158,1.253097629,1.235075664,0.431311005,1.368694454,0.741078923,1.764303909,1.173322062,2.306969371,0.368797391,1.283336896,0.393026675,1.830451665,1.379743192,,ABV21,0.014,4.142011834,381,338,0.0609,18.01775148,2.87,59.67994312,1.656753504,12.50020615,15880.57464,2.886875376,74.76298284,1.942777,0.008787
ABV22,PPG3 94,MA-E2 3mo,ME3,4,e,m,,,,3.0,3/21/12,ireg,,3,8.423999786,19.93799973,1.854717113,1.215711006,0.595386901,0.6028198,2.057511192,1.249195923,2.015865939,5.878299222,1.259018157,3.103079393,,1.774361921,2.752226461,1.424740457,0.6224805,1.149893595,1.59372195,2.078870258,1.514874817,1.209909988,1.32537388,1.622478883,1.886614381,2.509674062,0.806194624,1.126462382,0.053686346,0.635383844,1.207564387,1.895265231,0.261448674,1.194245281,1.563088952,0.323110448,1.046447217,10.73016134,0.81101403,4.67121993,1.845101315,1.65875331,1.701254905,2.146520144,0.062886727,2.51559499,0.037206516,1.281826226,0.591479716,,ABV22,0.0078,2.635135135,295,296,0.0501,16.92567568,4.45,56.55007739,1.269031008,16.36312037,6435.644712,3.126383064,34.95288854,2.435617,0.008787
ABV27,PPG3 79,MA-E2 3mo,ME3,4,e,m,,,,3.0,3/21/12,ireg,,4,8.062999725,20.49600029,0.761121834,0.93290388,0.211965242,0.618051907,1.498895231,0.924022764,2.341445246,0.89217553,1.013467176,0.134781938,,0.598448712,0.883682026,1.076016611,0.709119304,0.863039744,0.842880099,0.607433423,0.301075915,0.776415235,0.822677942,0.878551932,0.811577355,1.319965263,0.785781121,0.856069141,1.536555328,0.87520944,0.785182446,1.586007716,0.169528491,0.969356052,0.861187492,0.683540479,0.797468449,0.023285897,0.390339233,0.693418659,1.06636377,1.236360577,1.029968559,0.749499834,1.159818679,0.900563129,1.311028504,1.145676741,2.163547779,,ABV27,0.015,5.084745763,329,295,0.0528,17.89830508,3.25,52.20443591,8.54442164,18.6064268,25267.875,5.48540852,92.34645944,2.388834,0.026186
ABV69,PPG3 135,MA-E2 3mo,ME3,4,e,m,,,,3.0,8/6/12,reg,,8,9.498999596,22.34799957,0.469826246,0.547449726,0.072187748,0.585929623,1.502014616,0.504525871,6.191977088,0.858803594,0.945598686,0.172264607,,1.165783885,0.396831266,1.169344671,0.339409675,1.050807459,0.631738723,1.359239616,0.273421808,0.676845952,0.566991874,0.682167887,0.765672809,1.648895606,0.425490886,0.567935587,0.07035025,0.431879323,0.422229803,0.112219694,1.254923301,1.056358906,0.207675104,0.301472827,0.609416223,0.172133634,0.428628491,0.574667597,0.197743059,0.738207921,0.760278353,0.993091977,0.176764385,0.607055374,0.284539241,0.641802159,0.490185508,,ABV69,0.0102,3.445945946,317,296,0.0512,17.2972973,4.96,,0.752415,14.129307,4968.437,7.707236,76.803793,2.670688,0.02515
ABV70,PPG3 136,MA-E2 3mo,ME3,4,e,m,,,,3.0,8/6/12,reg,,8,8.324999809,20.93499947,0.79675068,0.898007307,0.504840469,0.654651562,0.295432426,0.945402308,0.495652353,0.931352239,1.141000833,1.097103516,,1.058704835,1.032827037,0.976505454,0.794488851,1.115351767,0.745561998,1.498790405,1.78410385,0.650625926,0.885398979,0.490117466,0.994332824,3.95725642,0.895769557,0.736521334,0.158076918,0.754556301,0.572005152,2.628790055,0.94973621,0.816825491,1.05219331,1.396775125,0.853521779,2.409276761,1.576581077,1.665320035,1.064149145,0.687342175,0.779489138,1.965641002,0.843756544,0.630645135,0.286518413,0.451000135,1.268742661,,ABV70,0.0133,4.018126888,333,331,0.0606,18.3081571,4.75,91.82553716,1.097249,16.498114,19712.21,2.283399,97.894003,5.62129,0.026255
ABV73,PPG3 137,MA-E2 3mo,ME3,4,e,m,,,,3.0,8/6/12,reg,,8,8.196000099,20.91900063,1.076389532,0.73244908,2.981213595,0.652839128,0.515806172,0.76843786,1.370212392,0.985139603,0.923574048,1.389628511,,1.055041213,1.012976498,0.879466748,0.50771855,1.032756854,0.689393386,3.765389531,1.866324859,0.901187702,0.868380802,0.629902693,0.945271578,117.4986808,1.316036814,0.916241461,0.066786508,0.683351995,0.699356057,0.493253529,0.560039168,0.567660466,1.402888838,0.775984746,0.810283748,4.480316303,6.716915908,2.212686872,1.218156979,0.619467617,0.805300873,1.431967872,0.431042114,0.89807047,0.146167968,0.444482912,1.932408131,,ABV73,0.0163,4.710982659,349,346,0.0602,17.39884393,4.83,82.75510026,0.500779,15.648238,12338.284,4.740915,,4.443259,0.00725
ABV74,PPG3 138,MA-E2 3mo,ME3,4,e,m,,,,3.0,8/6/12,reg,,8,7.987999916,20.26099968,0.50215334,0.670263423,8.04392121,0.819490169,0.54521568,0.852634965,0.15003797,0.550341846,0.84282182,0.801458954,,0.716630176,1.523721775,0.308576339,0.876665924,0.824447694,0.941739616,0.520078076,3.042379351,0.692506909,1.117597003,1.67156554,1.90369071,1.508902727,1.125214473,0.840197124,0.214299399,0.393571968,0.709610353,0.307018896,0.548134332,0.577983112,0.005893737,2.762738519,0.810846352,0.930836953,7.406539881,1.344248107,0.795371233,0.901312454,0.806418483,1.950711163,1.525094651,0.274124022,0.409717242,0.343694715,0.179294051,,ABV74,0.0095,2.7696793,361,343,0.0561,16.35568513,5.01,36.96530128,4.992405,24.303758,10556.522,3.967318,3.217206,2.673181,0.02937
ABV81,PPG3 133,MA-E2 3mo,ME3,4,e,m,,,,3.0,8/7/12,reg,,9,7.342999935,19.37599945,1.329790651,0.859637212,0.77319259,0.721363839,0.520114278,0.957935131,0.736827881,2.539245326,1.10289889,1.845101437,,1.046303,1.337556884,1.616305339,0.741284358,1.590521974,1.112187767,0.547830452,1.197644148,0.976640309,1.169102213,0.722064669,1.162958116,27.19933093,2.142357785,0.998476778,0.124110758,0.933485902,0.924086596,3.480754567,1.288417155,0.999375482,2.139687974,1.912022318,1.042104862,3.06864048,3.062691437,4.163510424,1.246341631,1.020375781,1.043623133,2.983487261,0.787252744,1.289579215,0.252910692,0.976167461,1.547994784,,ABV81,0.0106,3.464052288,327,306,0.0534,17.45098039,3.64,78.6916251,0.449632,13.269996,4983.461,2.56097,55.687681,2.824153,0.018889
ABV82,PPG3 134,MA-E2 3mo,ME3,4,e,m,,,,3.0,8/7/12,ireg,,9,7.127999783,19.12800026,1.322437665,0.845454883,0.480596782,0.655105457,0.75518329,1.027401226,1.469575874,0.794654249,1.127634969,0.629247763,,1.03118193,1.134926469,1.259367338,0.871818748,1.322712536,1.137920219,2.966574115,1.045505146,0.898069461,1.090810646,0.843347419,1.019456709,29.47664428,1.678532133,0.895521071,0.10857014,1.196400105,1.039651521,2.665488324,0.947763484,0.905697035,0.742982147,0.989038886,1.02775757,0.517489231,1.283247061,1.446733219,0.768810035,0.771158503,1.157972062,1.945308596,0.688677239,1.242201781,0.339315613,1.27916286,1.266107317,,ABV82,0.0216,5.359801489,399,403,0.0638,15.83126551,4.34,74.34075367,1.170369,14.605131,15454.464,5.144075,99.396931,5.126922,0.026255
ABV91,PPG3 139,MA-E2 3mo,ME3,4,e,m,,,,3.0,8/8/12,ireg,,10,7.883999825,19.98999977,0.994608003,0.840197458,6.416998905,1.093383049,0.588412406,0.824162278,1.267864023,1.417550081,0.930642656,1.104734649,,1.077210385,1.423655345,1.240308771,0.365286539,1.11767369,1.057311107,0.871033196,1.227053948,0.89931552,0.945664822,0.660302846,0.837290197,49.09485617,1.589088204,1.065699111,0.028275549,0.682877853,0.729560678,0.448879368,0.102706617,0.383181239,1.097636686,0.908840438,0.892237103,3.55192125,18.93258901,2.27331698,1.199722464,0.724018891,0.894157437,1.286989065,0.475956089,0.827539757,0.071828464,0.748565607,2.269540414,,ABV91,0.0113,3.766666667,320,300,0.0538,17.93333333,2.78,36.10830025,0.500779,14.605131,1596.788,1.363872,34.329675,2.143811,0.015849
ABV13,PPG3 95,MA-VEH 6mo,MV6,5,v,o,,,,1.1,6/27/12,reg,,2,8.359000206,20.69599915,0.771747454,0.890569408,0.240132216,0.593697648,1.228501691,0.812815534,1.390303107,0.834740553,0.926138106,0.453980063,,0.98575415,0.787089927,1.261990321,0.547185035,0.928839195,0.900876314,0.48189857,0.419342454,1.006885321,0.880503226,0.929933367,0.860234027,2.8530409,0.968081866,0.885644714,0.818866245,0.82914719,0.906953797,0.404833202,0.670635083,0.741285093,1.087790037,0.421937286,0.840605332,0.793113634,0.317273656,1.123344607,0.500242544,1.037492029,0.783823235,0.774319025,0.459106365,1.060614466,0.754556601,0.983638269,0.7043676,,ABV13,0.0098,2.493638677,325,393,0.0718,18.2697201,1.8,22.50743736,27.120505,240.092657,2262.556,7.073937,2.378143,2.527212,0.010003
ABV14,PPG3 96,MA-VEH 6mo,MV6,5,v,o,,,yes,1.1,6/27/12,ireg,,2,7.975999832,20.38100052,0.651211883,0.63675035,0.680609965,1.040876436,0.894343289,0.750539109,0.569354967,0.648149733,0.676095866,0.966405148,,0.762231137,0.948421607,0.7064699,1.060761007,0.916685524,0.859398523,0.05440191,0.974814016,0.590046444,0.801291768,0.635604136,0.743703341,0.271213147,0.717076748,0.604913086,1.104734649,0.884356271,0.803349046,0.528289725,1.734595413,0.792289794,0.465354057,1.027472607,0.804687113,2.080022715,0.599486786,1.106344167,1.015155353,1.058558158,0.687104132,1.013958763,0.997853706,0.739129709,1.533362587,0.807872948,0.781544063,,ABV14,0.0108,2.983425414,343,362,0.0528,14.58563536,2,13.97112115,26.517783,41.41222,9729.125,5.626301,1.681451,5.409316,0.015176
ABV15,PPG3 71,MA-VEH 6mo,MV6,5,v,o,,,,1.1,6/27/12,ireg,,2,7.998000145,20.24399948,0.798962647,0.808209139,1.702788415,0.949210752,1.754305229,1.004167672,0.873209614,1.033401105,0.856366513,0.572639832,,0.953496434,0.572203168,0.856009951,0.872422636,0.764983253,0.959530488,1.506080221,1.152846501,1.121088418,0.835899463,1.1128044,0.80708926,0.482131934,0.738259649,0.961793744,1.60402768,0.866156642,0.93439226,1.891329143,1.022144855,1.119690278,0.304265101,1.163200531,0.959596964,0.393272267,1.68739864,0.870430213,0.81546767,1.495989584,1.07296228,0.99654048,1.342480074,0.985480638,1.410983294,1.705506668,0.467293052,,ABV15,0.008,2.173913043,287,368,0.0413,11.22282609,1.4,15.27414634,21.402576,31.368768,739.236,5.72431,3.796126,2.223602,0.010003
ABV16,PPG3 72,MA-VEH 6mo,MV6,5,v,o,,,,1.1,6/27/12,conC,,2,8.111000061,20.84600067,1.306946422,1.025125135,1.340618653,0.882580546,1.518766995,1.07400399,1.019880342,0.872000245,1.057238002,0.505120403,,1.008562001,0.725778264,0.716332079,1.011221754,1.061791573,0.683682915,31.73051274,0.953430255,1.206560294,0.934586228,1.094446032,0.982684078,0.463775716,1.212681567,1.197313031,1.930132902,1.199721988,0.932450481,5.845797114,0.568250356,1.01684567,0.427916259,1.259717781,1.040660959,0.049879794,1.369642425,0.370308555,0.825134232,1.559518373,1.409906423,0.761016386,1.360277249,0.910606754,1.430679395,1.308759013,1.271384751,,ABV16,0.0097,2.572944297,308,377,0.0515,13.66047745,1.43,18.25750579,25.928373,29.936128,4539.723,4.189047,2.469073,3.294357,
ABV49,PPG3 113,MA-VEH 6mo,MV6,5,v,o,,,,2.2,6/6/12,reg,"Capsule lost,resign group, didn't ran RNA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABV49,0.0092,2.606232295,313,353,0.046,13.03116147,1.66,17.52,47.528641,71.546947,1248.682,8.151555,6.470663,5.824241,0.04441
ABV61,PPG3 99,MA-VEH 6mo,MV6,5,v,o,,,,2.2,6/6/12,conC,,7,8.437000275,20.46999931,1.059365553,1.259456167,0.23437654,0.761439073,1.076911924,1.069547638,0.516342246,1.100684419,1.337279371,1.529119016,,1.422373219,1.925989442,1.600697069,0.53741208,1.285651536,1.112188134,2.112276258,0.887118798,1.188301272,1.358863553,2.108475066,1.847789982,1.726081998,1.67620642,1.460842904,0.232081018,0.774158115,1.000762896,0.576902031,1.092474331,0.794489376,3.31360013,0.390149937,0.886074417,4.366873941,0.134698018,1.489470142,1.450650437,0.99316104,1.260154534,1.219254864,0.264969851,1.491640587,0.271250978,0.49833915,0.97833498,,ABV61,0.0095,1.83044316,351,519,0.0517,9.961464355,1.71,29.08168133,3.820067,63.679825,7544.223,12.442212,3.346924,5.257379,0.045132
ABV62,PPG3 100,MA-VEH 6mo,MV6,5,v,o,,,,2.2,6/6/12,reg,,7,8.260000229,20.62100029,0.924150677,1.150929804,0.608318811,0.920698484,0.522281547,0.957935447,0.619167041,0.941087685,1.051392077,1.281381114,,0.822050939,1.003193433,1.046592216,1.209240105,0.871456616,0.886013034,0.671658856,0.86946502,0.757806009,1.026262584,0.836362526,0.963795992,1.843567596,0.868862548,0.85547629,1.056798782,1.369548268,0.895087675,2.58542188,1.054530407,1.136108468,3.083137911,1.076314255,0.979081445,1.264529574,0.651031539,0.656469549,0.837232748,0.645325899,0.982547803,1.0702887,1.09118819,0.907456821,0.957072743,1.214362942,1.958025945,,ABV62,0.01,2.83286119,343,353,0.046,13.03116147,3.06,14.41155542,26.537407,39.089401,5463.623,9.725164,1.709427,2.855662,0.00725
ABV63,PPG3 103,MA-VEH 6mo,MV6,5,v,o,,,,2.2,6/6/12,conC,,7,8.350999832,19.99200058,1.414409941,1.219930939,4.343626233,1.972191576,0.565617792,1.257013848,0.545027363,1.271383406,1.069027546,2.266866746,,1.057238282,1.961012679,1.014451124,0.862800737,1.255706475,1.459424058,0.759856108,0.800626021,1.13437631,1.312574631,1.000831566,1.296659071,34.64320894,1.329791618,1.264703286,0.363165822,0.898568449,1.403568202,0.436000238,0.996955711,0.848566215,3.669030441,1.375636651,1.14670915,9.710871416,3.284788161,1.467946404,2.501336603,0.976099386,1.087186474,0.990343208,1.225100201,1.52932948,0.374152686,0.592218052,2.232095969,,ABV63,0.0096,2.222222222,333,432,0.0462,10.69444444,1.8,11.549303,54.820811,105.635308,10045.288,20.23432,4.996995,9.776073,0.010001
ABV64,PPG3 104,MA-VEH 6mo,MV6,5,v,o,,,,2.2,6/6/12,ireg,,7,8.151000023,19.98600006,0.939001757,1.068658165,2.027778383,0.889335996,1.159818986,1.015366757,1.235760676,1.099158261,0.992610507,1.739533631,,0.955481409,0.81597702,1.314670139,1.776576834,1.253967028,1.275797937,0.987464831,2.305693001,1.13831467,1.005839161,0.987053161,0.833237497,0.124870145,0.759014431,0.930966055,2.128297728,1.12794786,1.287078567,0.351695897,0.716779129,1.380412807,0.250763545,1.425135505,1.156287053,0.301368301,2.746891563,2.185251993,1.007444171,0.747994792,0.782194873,1.688801768,1.825003918,0.809947551,1.903560091,1.807756081,0.890939423,,ABV64,0.0112,2.779156328,345,403,0.0436,10.81885856,2,16.64458362,26.12307,43.953675,1172.307,6.303319,1.675207,3.761975,0.015849
ABV65,PPG3 117,MA-VEH 6mo,MV6,5,v,o,,,,2.2,6/6/12,conC,,7,7.940000057,20.18099976,0.850981717,0.8121393,0.686294996,0.696791907,0.879588087,0.735603041,1.509843905,0.879282767,0.77824714,0.99426335,,0.892113548,0.638872641,0.638473928,0.920889914,0.496374187,0.962861495,0.261122942,0.929933552,0.688200129,0.686532304,0.523477435,0.669798761,0.605206542,0.705735827,0.808769179,1.066363136,0.810396398,0.625074816,3.23866669,0.708382665,0.858624276,1.204471247,0.763711662,0.796915917,0.561204863,0.965132991,0.698726457,0.678160808,0.680232372,0.679525426,0.484309237,0.83156403,0.644789608,0.904190884,0.637810718,0.804074407,,ABV65,0.0092,2.072072072,348,444,0.0571,12.86036036,3.15,9.894826763,17.087177,43.160358,3225.228,8.377737,2.980375,3.907884,0.012215
ABV66,PPG3 118,MA-VEH 6mo,MV6,5,v,o,,,,2.2,6/6/12,reg,,7,8.119000435,20.14900017,1.722136815,1.386838601,3.109969794,2.254487545,1.052558392,1.580082091,4.363243451,1.611496527,1.519187512,1.02576449,,1.313395346,1.633084994,1.282269628,2.128887575,1.651183754,1.114502734,2.871491477,1.680861739,1.554984486,1.43534756,1.52330101,1.529225357,0.693755646,1.551000722,1.362069441,1.766263863,1.507021133,1.557357047,0.570935554,2.53783793,1.647297162,1.340155783,2.503767731,1.614961697,3.407231871,2.978943042,1.139026275,1.410005219,1.226119398,1.715466928,1.588869516,2.223603269,1.314851434,2.560986432,1.364336857,0.998199934,,ABV66,0.0103,2.594458438,329,397,0.0391,9.848866499,1.46,20.88236704,18.664584,23.243279,2385.758,4.208703,5.392662,3.508161,0.024619
