Sample Name,PPG ID,Group,Group code,Group ID,"Treatment (v=VEH, e=E2)","age (y-young, m=MA, o=old)","duration (3=3mo, 6=6mo)",timing (peri and post menopause),Tumor,cohort code,tissue collection date,"Smear before OVX  (reg, ireg, conC, conL)",ARC PCR Notes,PCR Plate ID,Raw18S_Ct,Raw GAPDH_Ct,Ar-Rn00560747_m1,Arntl-Rn00577590_m1,Avp-Rn00566449_m1,Avpr1a-Rn00583910_m1,Bdnf-Rn02531967_s1,Clock-Rn00573120_m1,Crh-Rn01462137_m1,Cry1-Rn01503063_m1,Cry2-Rn01485701_m1,Cyp19a1;LOC100359906-Rn00567222_m1,Dbh-Rn00565819_m1,Dbp-Rn00497539_m1,Drd1a-Rn03062203_s1,Drd2-Rn00561126_m1,Esr1-Rn01640372_m1,Esr2-Rn00562610_m1,Gapdh-Rn01775763_g1,Gh1-Rn01495894_g1,Ghrh-Rn00580832_m1,Gper-Rn01643280_s1,Grin1-Rn01436038_m1,Grin2a-Rn00561341_m1,Grin2b-Rn00680474_m1,Hcrt-Rn00565995_m1,Igf1-Rn00710306_m1,Igf1r-Rn00583837_m1,Kiss1-Rn00710914_m1,Kiss1r-Rn00576940_m1,Lepr-Rn01433205_m1,Mtnr1a-Rn01488022_m1,Mtnr1b-Rn01447987_m1,Nkx2-1-Rn01512482_m1,Npvf-Rn00576645_m1,Npy-Rn01410145_m1,Nr3c1-Rn00561369_m1,Nr5a1-Rn00584298_m1,Oxt-Rn00564446_g1,Oxtr-Rn00563503_m1,Pdyn-Rn00571351_m1,Per1-Rn01496757_m1,Per2-Rn01427704_m1,Pgr-Rn01448227_m1,Pomc-Rn00595020_m1,Slc17a6-Rn00584780_m1,Tac2-Rn00569758_m1,Tacr3-Rn00566955_m1,Trh-Rn00564880_m1,,ABV ID,Pitutary weight,Pit index,OVX day BW,Decap Bodyweight (g),Adrenal Weight (g),Ad index,Uterus Size (mm),E2 RIA,LH,FSH,GH,TSH,PRL,BDNF,ACTH
ABV09,PPG3 73,MA-E2 6mo,ME6,6,e,o,6,,,1.1,6/27/12,ireg,,2,8.145999908,20.99500084,0.8773347,0.832083048,0.545594095,0.536927384,1.124201416,0.714992226,0.783714848,0.681317678,0.872543983,1.085755539,,0.855773117,0.871515838,0.694333353,0.389069325,0.690876506,0.631738306,0.093934649,0.564169017,0.679667431,0.958201441,0.929289978,1.125683021,21.14875414,0.528215835,0.775822772,0.074413062,0.489947921,0.668546342,0.234132897,0.557328066,0.92536802,0.826106567,0.344863935,0.799128607,3.304885886,0.355223465,1.162957885,0.844225187,0.747476292,0.799738655,1.37078314,0.094071442,0.999930891,0.115879643,1.193501229,0.936532331,,ABV09,0.0101,4.007936508,275,252,0.0429,17.02380952,3.1,55.88772292,1.031382,17.098,4025.748,1.484927,14.058066,2.114973,0.002044
ABV10,PPG3 74,MA-E2 6mo,ME6,6,e,o,6,,,1.1,6/27/12,reg,,2,8.876999855,21.33499908,1.008492534,0.789384542,1.604249726,0.538045507,0.766787933,0.715984031,0.544272373,0.718171702,0.847508058,1.181565827,,0.989862679,1.166025886,1.041527129,0.462363895,1.124668501,0.82840069,0.152280252,1.204304454,0.757805508,0.983774825,0.733160388,1.020871191,5.349855843,0.849213892,0.901125272,0.077788452,0.448972787,0.635119123,0.328143788,0.709856192,0.529645803,0.986505754,0.522715772,0.754451662,4.265159031,5.186638343,2.158157276,0.826278821,0.873632937,0.816542713,1.540072925,0.196404509,0.81050885,0.127688402,0.49318454,1.146629712,,ABV10,0.0102,3.617021277,292,282,0.0593,21.02836879,3.3,64.15766586,1.315239,17.379039,4533.345,2.718553,41.970846,2.80108,0.030788
ABV11,PPG3 75,MA-E2 6mo,ME6,6,e,o,6,,,1.1,6/27/12,reg,,2,8.187000275,20.13999939,1.451154348,0.94986831,0.598698148,0.599486549,0.649724571,1.062159564,0.650851847,0.928131158,1.373922329,1.568841332,,1.280138263,1.408929653,3.624292143,0.502466923,1.183861398,1.17560286,18.84095291,0.834046906,1.222556396,1.102974933,1.393004953,1.926257076,8.125742822,1.687865625,1.144565362,0.036189141,0.466096249,0.963996192,1.143455061,,0.381856007,0.139506072,0.170530338,0.889151302,2.168354526,1.091112743,3.993903679,0.362914416,1.230376274,0.831967878,1.826396387,0.199560725,1.949223657,0.065321394,0.607603055,0.255146781,,ABV11,0.0143,5.143884892,298,278,0.0612,22.01438849,3.45,60.85680195,2.760713,14.288836,25823.871,3.237166,41.2447,2.419412,0.021085
ABV12,PPG3 76,MA-E2 6mo,ME6,6,e,o,6,,,1.1,6/27/12,reg,,2,8.293999672,20.60300064,0.697952261,0.719865282,6.028915815,0.642513519,1.382136324,0.937570612,1.355101294,0.921719333,0.816372813,0.841887687,,1.152127327,0.475527009,0.942588125,0.760541645,1.496402805,0.91853011,356.5102273,1.777930003,0.920761661,0.678019836,0.790151143,0.627548676,0.279612468,1.552075576,0.997783657,0.1404082,0.526570808,0.618608691,11.63499621,1.76003005,1.107340547,0.064008186,1.103509935,0.826736991,0.747216929,7.294455828,0.648778918,0.318574036,1.309575092,1.07370585,2.008335079,1.159014708,0.640335407,0.300346269,0.943569247,0.406238767,,ABV12,0.0138,4.380952381,334,315,0.054,17.14285714,3.05,43.06183828,2.58462,13.914218,11758.893,3.442784,61.667666,2.333179,0.029514
ABV50,PPG3 114,MA-E2 6mo,ME6,6,e,o,6,,,2.2,6/6/12,conC,,5,8.798000336,20.57600021,0.653926072,0.700181472,2.342256734,0.497510951,1.140684999,0.913831166,2.928985727,1.072814196,1.079453334,0.633624837,,1.637280025,0.490253818,1.594053207,0.494177204,1.608258842,1.327213081,0.282985654,0.391259982,0.758857705,0.864178187,0.940305168,0.827482321,101.4411997,1.102821831,1.088847007,0.09497561,0.743137019,0.931804734,0.35096503,0.577783402,0.999375813,0.446087883,0.556363509,0.74149034,0.284716854,3.259838865,0.682452128,0.538008234,1.024627593,0.825648746,1.449946559,0.379691397,0.873512709,0.199118766,1.552076602,1.299899672,,ABV50,,,342,349,0.0669,19.16905444,3.35,70.92460132,14.509628,12.118186,50000,14.419647,,2.186032,0.382432
ABV51,PPG3 121,MA-E2 6mo,ME6,6,e,o,6,,,2.2,6/6/12,conC,,5,8.399999619,20.95899963,0.698435484,0.758804433,0.768916512,0.641179147,0.903690088,0.733057748,0.800736217,1.174786705,0.738310014,0.262192818,,0.812984049,0.592381947,0.402399307,0.761069209,1.136423184,0.772389188,13.37807506,2.233335436,0.736061777,0.685106287,0.576023757,0.67445791,1.518344989,1.403665625,0.643405636,0.1238528,0.347888989,0.703732418,1.071326256,0.343075939,0.959994897,0.645012692,1.333390527,0.905947505,0.932774139,3.226118332,1.380124669,0.623602883,0.623776041,0.676236572,1.66324383,0.684394276,0.561710844,0.253261435,0.772817272,0.74866844,,ABV51,0.01,3.333333333,317,300,0.0602,20.06666667,4.2,,0.159049,9.497299,6325.06,2.296774,28.409596,1.429971,
ABV52,PPG3 122,MA-E2 6mo,ME6,6,e,o,6,,,2.2,6/6/12,reg,,5,8.357000351,21.06299973,0.909535081,0.85547663,1.213269302,0.728398282,1.366892822,1.018891936,1.517187984,1.545850347,0.862921316,1.027900591,,0.995367148,0.518925593,0.677222158,0.72804543,1.621692918,0.697565461,0.216404393,3.514207262,0.583134355,0.77131986,0.875512882,0.889952312,0.42059405,0.812928913,0.883805406,0.133665495,0.473586718,0.997992235,0.451688321,0.996265293,1.280849453,0.432988496,2.400110557,0.848801728,1.105424532,5.179453637,1.709767927,0.700618349,0.729055438,0.79752454,2.698204387,0.974611957,0.60621446,0.292133679,0.922231157,0.716680013,,ABV52,0.0127,4.33447099,324,293,0.0576,19.65870307,3.6,76.21181365,0.319989,14.414932,22004.19,1.556367,71.408855,3.225995,0.015849
ABV53,PPG3 123,MA-E2 6mo,ME6,6,e,o,6,,,2.2,9/6/12,ireg,,6,8.55700016,20.64100075,0.519501446,0.95448891,0.102585568,0.330288726,1.641368431,0.721964774,1.344808751,1.301703178,1.216975612,0.108194472,,1.034045758,0.584631524,0.934133617,0.399730526,0.673850056,1.073557379,0.272778222,0.279166745,0.880198636,0.688438961,0.980234932,0.769396887,0.835956931,0.758488793,0.833238048,0.097848883,0.567109725,0.642202356,0.127838954,0.495721228,1.098168809,0.736317754,0.501422671,0.756022269,0.163187149,0.224501827,1.046664723,0.380165562,0.83978967,0.759225691,1.167967724,0.180854384,0.791630689,0.150069136,1.558546539,0.863579606,,ABV53,0.0153,4.664634146,361,328,0.0618,18.84146341,4.6,47.34635551,4.308474,16.215166,22262.216,4.942183,89.095909,3.685871,0.026255
ABV54,PPG3 124,MA-E2 6mo,ME6,6,e,o,6,,,2.2,9/6/12,reg,,6,8.215999603,20.36800003,0.823704989,0.793773134,0.309690405,0.77367487,1.637959636,1.111108066,2.548059634,1.161830818,0.950855753,0.365691173,,1.024059212,0.79036992,0.696743499,0.666233647,0.962259885,1.024130428,2.436482422,1.469372176,0.773728469,0.794103562,0.820286874,0.620627478,0.462491731,1.219424291,0.889335408,0.171074887,0.684774134,0.76795849,1.727156701,1.495469511,1.357637803,0.417659351,1.151966641,0.91478163,0.534995866,1.215711006,1.211503748,0.429490878,0.942196161,0.925688729,1.922520944,0.667064857,0.922678001,0.261285576,1.30513565,0.909659786,,ABV54,0.023,7.210031348,345,319,0.0609,19.09090909,3.68,82.32526815,1.91586,18.563231,16298.697,5.451215,,3.712531,0.00725
ABV01,PPG3 88,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,1.1,6/26/12,ireg,,1,7.936999798,20.7840004,0.551793375,0.743703882,0.652884744,0.556633044,0.3092618,0.640823938,0.745045431,1.152207374,0.9020627,0.459360787,,0.67142558,0.909786853,0.705491507,0.327394054,0.818184869,0.632614834,0.374697725,0.778732109,0.843757715,0.747113456,0.507049931,0.662412027,3.88119049,1.019739246,0.693899799,0.046931494,0.591192447,0.664389016,1.67992811,0.726280225,0.607981646,1.953958611,0.208786403,0.584185909,0.119708651,0.619767805,0.408327901,0.374672065,1.041815163,0.726281185,1.116513232,0.114458713,0.445315582,0.084067923,0.455713696,1.257361475,,ABV01,0.0144,4.816053512,284.4,299,0.0552,18.46153846,4.54,,0.689633,6.926241,570.522,0.067151,26.444533,0.9693,
ABV02,PPG3 69,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,yes,1.1,6/26/12,conC,,1,7.959000111,20.32099915,0.770143925,0.777438434,0.245858611,0.532480367,1.239621648,0.862143781,1.131628167,0.632615001,0.913388305,0.402678411,,0.779326896,0.902876057,0.734431698,0.263723988,0.702466048,0.88539974,1.899736244,0.838102711,0.927165905,0.714199818,0.791795806,0.743188552,6.899539719,1.021861448,0.80485506,0.039683981,0.537262932,0.76636334,0.433588974,0.163753869,0.752675171,1.34480724,0.316022722,0.628724292,1.149973183,1.387801065,0.788837403,0.337205705,1.014030282,0.734889557,1.295043086,0.151133902,0.867479065,0.099352454,0.836941964,1.126150796,,ABV02,0.0095,3.861788618,251.7,246,0.0598,24.30894309,3.4,74.59951913,0.125113,4.930877,14084.655,1.084709,22.509345,3.015025,0.017841
ABV03,PPG3 83,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,1.1,6/26/12,reg,,1,8.11400032,20.52799988,0.700860796,0.629291148,0.657426238,0.473947937,0.995090705,0.856782577,0.986505884,0.89217553,0.881052381,0.949803137,,1.060173423,0.937960899,0.826852093,0.543028584,0.802458874,0.854054672,4.67446206,1.600141018,0.592505702,0.681790196,0.830585216,0.56284151,0.333902815,1.354913375,0.776899472,0.083835237,0.551220095,0.540774758,2.412283273,0.418877957,0.704220947,0.523187294,1.348261304,0.738412707,1.067029409,1.924922583,1.697957428,0.562022535,0.968014675,0.859518513,1.943962061,0.582326346,0.699260275,0.142565889,0.702806828,0.553785574,,ABV03,0.0145,4.723127036,301,307,0.0582,18.95765472,3.24,44.45933992,0.518961,14.944291,4307.617,2.570862,31.220303,1.673734,0.007467
ABV04,PPG3 84,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,1.1,6/26/12,reg,,1,8.149999619,20.11599922,0.999444916,0.792124102,2.128590942,0.573076147,1.16950639,0.929804408,1.746418074,0.908400535,1.03261309,0.798131887,,0.970835972,1.010171356,1.056065943,0.510541218,1.330989235,1.165056795,0.753039612,1.945577758,0.909344629,0.823248064,1.177070194,1.026546736,0.463133585,1.546705679,0.857257208,0.03830561,0.998406223,0.818525513,0.595180153,0.689011694,0.752153675,0.666834101,1.393872459,0.968282572,1.110030368,4.215778404,1.367745693,0.38842257,1.185173878,0.881846445,1.954770832,0.708529013,0.854943189,0.092763426,0.819150694,0.506066969,,ABV04,0.0157,5,299,314,0.053,16.87898089,3.2,43.46982094,1.330863,13.352127,8808.475,2.719507,53.906666,3.356324,0.010003
ABV41,PPG3 101,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,2.1,6/5/12,ireg,,4,7.910999775,20.14800072,1.016210732,0.869826209,0.11890658,0.658748394,0.648375009,1.054821479,0.547677724,1.157810714,0.871335018,1.74315439,,1.165783499,1.432564628,0.787144612,0.605878141,1.634102984,0.965533986,8.229477357,0.918402793,1.062821946,1.093080757,0.717574303,1.057603646,1.118449502,1.059364922,0.748876078,0.070937875,0.524021897,0.820229779,0.765990881,1.729793673,1.065920688,0.916622688,1.103509571,1.009401388,5.291218087,0.976572395,2.040326667,1.349757563,0.845045102,1.431571025,2.228385967,0.289954766,1.132020212,0.157311878,0.327871,1.246082796,,ABV41,,,331,298,0.0579,19.4295302,4.68,52.82990648,0.518961,6.444298,50000,7.524068,76.92619,2.722026,0.022606
ABV42,PPG3 102,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,2.1,6/5/12,ireg,,4,8.088000298,21.26600075,0.861068408,0.623214441,1.231059656,0.416907743,0.692986729,0.713013207,0.413053338,1.037708222,0.548019555,0.993574468,,0.944288437,0.903502054,0.721314201,0.498995722,1.14036865,0.502919514,0.295002941,2.253550044,0.763606409,0.799073882,0.549503426,0.901750354,0.404861677,1.074898197,0.858446357,0.095107355,0.760331326,0.456630548,1.557680952,0.123844318,0.614336283,0.307018896,1.05562721,0.778894536,2.22931521,5.933157251,4.41006568,0.639803643,0.674598007,0.834856328,2.173470199,0.839673655,0.752049767,0.143159996,0.264841318,0.353161545,,ABV42,0.0122,3.57771261,323,341,0.0556,16.30498534,4.32,65.02288268,0.238121,6.056849,17605.772,1.415906,26.289082,2.858381,0.0195
ABV43,PPG3 107,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,2.1,6/5/12,ireg,,5,7.993000031,20.18300056,1.199305704,1.015225414,3.436406298,0.646086435,1.206560134,0.849685005,0.517417159,1.649925087,1.076463392,1.500767274,,1.034045074,1.571999247,0.787689848,0.847978561,1.372208329,0.997507335,7.641193925,1.528587426,1.135163941,1.208652884,1.099769197,1.372494089,4.967433383,1.096723853,0.982002894,0.084476873,0.626202166,0.819661477,0.493937095,0.442147329,0.903188673,0.749187668,1.615633325,0.940500239,3.963018188,2.633168946,3.34916123,1.111648777,1.051245996,0.847097954,2.248556519,0.801013733,1.212428921,0.203584649,1.454173994,0.490525534,,ABV43,0.0156,,345,332,0.055,,3.5,34.21222939,0.5364,8.074377,5643.66,2.15804,31.053196,1.640999,0.021085
ABV44,PPG3 108,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,2.1,6/5/12,reg,18S is a off,5,8.713000298,20.30500031,1.65427732,1.229268538,2.714900858,1.011011881,0.953232881,1.627887147,0.996816535,1.512986976,1.468456129,1.427707782,,1.427311454,2.348272848,1.66635977,0.989725409,2.168203741,1.509844404,2.783307301,2.164750612,1.573416246,1.830705782,1.03469136,1.694429764,58.87164393,2.237985352,1.809762153,0.081429751,1.470900645,1.36235327,10.64718752,0.930836337,1.130608663,1.819321736,1.889625836,1.355194279,0.752936777,3.28478599,2.629520697,0.971105805,2.049256541,1.868137317,3.118819853,1.16384537,1.47928484,0.316373225,1.834262272,2.081177736,,ABV44,0.0132,3.916913947,340,337,,,3,73.20601756,0.919157,15.131547,9394.772,2.001215,21.169948,5.07492,0.052285
ABV45,PPG3 111,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,2.1,6/5/12,reg,didn't ran RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABV45,0.0127,3.883792049,349,327,0.0702,21.46788991,3.87,107.0741013,0.238121,5.959692,10349.033,2.218613,76.439348,3.003005,0.039031
ABV46,PPG3 112,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,2.1,6/5/12,reg,didn't ran RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABV46,0.0164,4.880952381,344,336,0.0611,18.18452381,4.12,65.65575458,0.195418,10.535257,5956.265,1.390752,62.382294,2.879047,0.039031
ABV47,PPG3 119,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,2.1,6/5/12,reg,,5,8.102000237,20.34600067,0.717076937,0.792674621,1.038786979,0.513985697,1.884132498,0.84557287,1.996399867,1.17397391,0.972183701,0.575425037,,1.241685637,0.466710772,0.716331606,0.570026421,1.079602192,0.960860871,0.667481071,1.835534156,0.80101405,0.788072545,0.868260723,0.702611638,0.359359594,1.064517812,0.958466748,0.090164239,0.671611706,0.732601417,3.601004496,0.560428019,1.359522855,0.264144688,1.385206096,0.870851843,0.110078183,2.27805014,0.611235529,0.383341154,1.214278657,0.831968428,2.148009116,0.562490099,0.860889357,0.15269246,1.446134194,0.930708237,,ABV47,0.0046,1.46031746,332,315,0.0581,18.44444444,3.53,72.10377822,1.121648,15.837369,4488.203,2.005407,56.352624,2.545922,0.00725
ABV48,PPG3 120,MA-VEH3mo/E2 3mo,MV3E3,7,,o,,post,,2.1,6/5/12,reg,,5,8.109000206,20.64500046,0.849803189,0.694862851,0.246199574,0.460667963,1.355570402,0.692074632,1.274030659,0.900875957,0.983024782,0.36772521,,1.052850799,1.01157262,0.571846819,0.687341629,0.94441903,0.784801464,0.610389067,1.510681811,0.697807036,0.694670694,0.806194517,0.760383799,0.323648795,0.594685967,0.638961629,0.097916822,0.546654159,0.520547011,1.042033566,0.668314368,1.092853389,0.313905204,1.009121515,0.818185031,0.438789621,1.117131968,1.296659243,0.397410209,1.133748397,0.867899323,1.524144067,0.517237692,0.644342861,0.211056297,0.765885011,0.767586372,,ABV48,0.0169,5.05988024,322,334,0.0664,19.88023952,2.86,68.67174271,0.172813,8.415711,8771.181,3.197387,72.62146,1.832491,0.017424
ABV05,PPG3 89,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,,1.1,6/26/12,conC,,1,7.854000092,20.54800034,0.793444207,0.785019175,2.602502672,0.874663117,0.385793131,0.73001608,0.052316145,0.849920491,0.739847017,1.431670487,,0.753824035,1.343130362,0.747268893,0.611786011,0.895335507,0.703391421,0.525878649,0.564560736,0.690589214,0.710250464,0.604242876,0.786108846,5.899120222,0.623386915,0.821196715,0.696743223,0.420944066,0.531116645,0.165327733,0.412824373,0.46719576,2.059651999,0.653880772,0.770304153,4.719389999,3.228358321,0.997093456,1.117055614,0.902562714,0.835435441,0.561360807,0.710989374,0.698775095,0.442791388,0.294267393,1.449343808,,ABV05,0.0108,2.666666667,298,405,0.04,9.87654321,2.25,21.45790364,27.376851,31.081932,10462.387,5.205658,8.467184,2.618275,
ABV06,PPG3 90,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,,1.1,6/26/12,reg,,1,8.411999702,20.3939991,0.910795543,0.699210633,1.043116544,0.934197592,1.333206146,0.951978252,1.811769492,0.770250995,0.906449852,0.530601007,,1.015576594,1.035695776,0.904817913,1.002150977,0.66273285,1.15220745,1.039435816,1.254576265,1.179274864,0.838801007,1.055699924,0.826908721,0.468622955,0.833468424,0.916876422,1.020798851,0.871576216,1.018961985,#VALUE!,1.069990318,1.083800211,0.717176582,0.978131156,0.876301953,0.49744163,2.409608686,1.005420364,0.540624641,1.019667458,0.86729828,0.810002699,0.757805708,0.849036969,1.115507493,1.52858783,0.688915507,,ABV06,,,338,382,0.0406,10.62827225,2.31,17.83651026,11.85053,11.804638,5936.842,5.494099,9.543534,2.130525,0.010003
ABV07,PPG3 91,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,,1.1,6/26/12,ireg,,1,7.961999893,20.1760006,0.833468645,0.733973396,2.06179258,0.967812362,1.297648244,0.784040882,0.523187709,0.632176689,0.865315844,0.687151189,,1.075718197,1.264528404,0.605710311,0.581599958,0.761807606,0.981050419,0.562061769,0.824276476,0.975964282,0.665448956,0.828859708,0.767799003,0.492603601,0.603405141,0.777977667,0.78279158,0.535032789,1.189288598,0.405113487,0.867899897,0.911995896,1.667168927,0.990411818,0.752883821,2.282476587,1.752968651,0.991578785,0.726331837,0.932451097,0.723768146,0.729004259,0.74737303,0.84903753,0.484879978,0.920953042,0.412767015,,ABV07,0.0025,0.694444444,318,360,0.047,13.05555556,2.03,15.98285393,16.776528,27.271907,1416.677,4.971452,2.455104,2.196399,0.023346
ABV08,PPG3 92,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,,1.1,6/26/12,conC,,1,8.279999733,21.44300079,0.695537014,0.913703957,0.206311923,0.823476005,0.404412418,0.949341399,0.12119474,0.802403921,1.122954231,0.341202516,,1.057970255,1.442527701,1.042971199,0.550608791,0.692314305,0.508175536,0.558179605,0.474408017,0.817279068,0.714200054,1.300620809,0.913704198,1.557788454,1.8002528,1.05394488,0.747269091,0.505821016,0.624640902,0.700471366,1.229098393,0.505961603,1.823106763,0.533329795,0.799128078,1.098550133,0.896141732,0.511852413,0.562022164,1.200885654,0.94842123,0.761016889,0.420710282,0.553210041,0.660989444,0.279748169,0.757543162,,ABV08,0.0081,2.225274725,287,364,0.0458,12.58241758,2.2,18.76499188,16.09513,16.676517,3043.799,6.237032,3.923618,2.732975,0.033255
ABV55,PPG3 105,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,,2.2,6/6/12,ireg,18S is off,6,9.203000069,20.95100021,1.444129433,1.609709163,4.100786789,1.692082583,1.958705066,1.823866642,1.409711462,1.769570697,1.585898266,0.893599404,,1.819195464,1.720229011,1.056798502,2.305531752,2.129477304,1.355100399,1.388762545,2.514376047,1.351817618,1.405807865,1.371923536,1.499830266,1.529966709,2.355772134,1.614177453,3.83891819,1.735919589,1.743637151,5.113814822,2.915211797,2.219291584,1.091565936,1.462158547,1.746539064,2.541358304,6.185110999,2.220370409,1.961150611,1.253619097,2.006386071,1.532620603,2.843955618,1.148618818,3.085919904,1.317863232,1.540501582,,ABV55,0.0108,2.734177215,329,395,0.0493,12.48101266,2.15,22.78092502,25.777864,45.80094,3238.768,10.271461,13.989381,3.00081,0.00725
ABV56,PPG3 106,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,yes,2.2,6/6/12,reg,,6,8.50399971,21.16799927,0.769610325,0.75933029,0.471359429,0.457486126,0.80882537,0.713012735,0.952241207,0.878064465,0.90959689,0.422112761,,0.927423048,0.782194149,0.803126676,0.673662997,0.935299313,0.718171512,11.35140624,1.089147047,0.455303317,0.626072036,0.445716842,0.636309552,1.093914556,0.672777045,0.557019715,1.407074687,0.981254461,0.60336326,4.621621327,0.4596478,0.667620603,0.963528955,0.634679538,0.868440274,0.014373939,0.569512159,0.910543672,0.575823962,0.586457857,0.847097954,0.677362561,0.470706175,0.519393764,0.847743277,0.635163628,0.899627795,,ABV56,0.0144,3.769633508,329,382,0.063,16.4921466,2.65,24.30897726,29.971048,88.453226,7227.281,10.001313,2.361606,4.563977,
ABV57,PPG3 109,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,,2.2,6/6/12,ireg,,6,8.137999535,20.89100075,0.878551699,0.666094758,0.664296573,0.586335676,1.123422134,0.600401549,1.276682917,0.89217494,0.646310865,0.534661982,,0.853403304,0.625724327,0.663284373,0.593409263,0.548856147,0.675205554,3.342204805,0.629029632,0.53882883,0.632176606,0.84686213,0.863818258,0.467649409,0.588534397,0.69630913,0.969088115,0.546654159,0.667157905,0.519573636,1.567644397,0.838626254,0.452314882,0.590127969,0.713753858,0.665079994,0.956474687,0.822335951,0.593245005,0.629858224,0.75975184,0.447202506,0.574707485,0.550914613,0.691930539,0.677925721,0.456092909,,ABV57,0.0089,2.270408163,338,392,0.0463,11.81122449,1.84,32.45946177,30.894031,38.911757,7944.459,11.848278,7.056113,4.569614,
ABV58,PPG3 110,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,,2.2,6/6/12,reg,,6,8.118000031,20.80800056,0.589759755,0.923253705,1.438833947,0.750955878,1.008981974,0.665726142,1.313484948,0.634811541,0.786380876,0.31945881,,0.809050067,0.689966822,0.544385501,0.748513058,0.549617495,0.705344201,0.162419676,1.143297096,0.393081393,0.650400771,0.473422203,0.657380087,1.192922282,0.76323519,0.646983084,1.220691791,0.905445676,0.64309319,1.37974301,0.770892197,0.867599208,0.614038197,0.758962052,0.783768625,0.639315341,2.552303711,1.048116609,0.728853055,0.531853386,0.655469188,0.529609392,0.845513623,0.498581267,0.942588001,0.631651534,0.983774695,,ABV58,0.0124,2.980769231,328,416,0.0564,13.55769231,1.39,19.03204023,34.151707,41.924297,1819.703,10.793555,9.277711,3.545995,0.012215
ABV59,PPG3 115,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,yes,2.2,6/6/12,conC,,6,8.680000305,21.6779995,0.824848141,0.577863384,0.721914188,0.584307835,0.73555291,0.616426447,0.212922686,0.755970096,0.790753292,1.431670487,,0.926780783,1.04001177,0.515734165,0.701784936,0.875695206,0.56974991,1.534533347,1.11357617,0.940109889,0.683683909,0.431729582,0.711433089,2.35299719,0.542313716,0.578264383,1.085756256,0.808713099,0.813999532,0.336434689,0.831390619,0.781923361,1.644215998,0.559845435,0.783768625,1.357168698,1.162958193,1.094141638,0.84013892,0.533699537,0.788181951,0.490729533,0.920123644,0.531410868,0.808153364,0.656197085,0.777222568,,ABV59,0.0119,2.86746988,340,415,0.0475,11.44578313,2.06,12.3744287,34.174834,45.625235,7122.871,9.122025,5.342452,7.635482,
ABV60,PPG3 116,MA-E2 3mo/VEH 3mo,ME3V3,8,,o,3,peri,,2.2,6/6/12,reg,,6,8.109999657,20.77400017,0.888349839,0.857256982,0.148229019,0.625810864,1.460942951,1.018184307,1.252143906,0.633053617,0.870127727,0.436090746,,0.988490834,0.520005541,1.022924341,0.815128568,1.061055553,0.718171037,1.588646658,0.2302382,0.807144641,0.833584133,1.005002272,0.845454827,0.591520458,0.960062293,1.094142217,1.092550594,1.089524951,0.863399348,0.103048864,0.658656824,1.164813454,0.762811807,0.648913854,0.848801167,0.049158968,0.219425036,0.804854369,0.556209211,0.668546342,0.860710798,0.9119332,0.514377662,0.839090939,1.161266312,1.2001381,1.416568016,,ABV60,0.0125,3.39673913,332,368,0.0616,16.73913043,2.27,12.64349301,9.870117,58.513136,7419.535,11.692666,7.69913,7.21407,0.018889
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
